p1_dc,format,city,state,segment_code,consensus_qty,brick_description,forecast_qty,brand,segment,division,brick_code,class_code,division_code,vertical,store_no,batchno,status,article_id,month_year,pin_code,region,wom,family_code,class,sd,article_description,kvi,npi,sold_qty
R396,digitaldc,Bangalore,Karnataka,FJ,0.0,REF PROMOTION,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491332491,01-2025,562123,South,1,FJ02,REFRIGERATOR,LG 10PCKBGIFT,LG FREEBIE 10PCK BGIFT,NA,NA,1.0
SE40,digitaldc,Hyderabad,Telangana,FJ,0.0,REF PROMOTION,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491332491,01-2025,501401,South,1,FJ02,REFRIGERATOR,LG 10PCKBGIFT,LG FREEBIE 10PCK BGIFT,NA,NA,1.0
R394,digitaldc,Patna,Bihar,FJ,0.0,REF PROMOTION,6.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,800007,East,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,10.0
SLTY,digitaldc,Ahmedabad,Gujarat,FJ,0.0,REF PROMOTION,62.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,382240,West,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,77.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FJ,0.0,REF PROMOTION,65.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,602105,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,89.0
SC28,digitaldc,Lucknow,Uttar Pradesh,FJ,0.0,REF PROMOTION,43.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,226401,North 1,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,35.0
SLOR,digitaldc,Dehradun,Uttarakhand,FJ,0.0,REF PROMOTION,21.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,248001,North,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,9.0
R804,digitaldc,Vizag,Andhra Pradesh,FJ,0.0,REF PROMOTION,20.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,530046,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,24.0
R396,digitaldc,Bangalore,Karnataka,FJ,0.0,REF PROMOTION,219.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,562123,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,236.0
S597,digitaldc,Guwahati,Assam,FJ,0.0,REF PROMOTION,11.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,781031,East,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,13.0
SLLN,digitaldc,Siliguri,West Bengal,FJ,0.0,REF PROMOTION,16.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,735135,East,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,10.0
S0CV,digitaldc,Rajpura,Punjab,FJ,0.0,REF PROMOTION,34.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,140401,North,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,25.0
SACU,digitaldc,Nagpur,Maharashtra,FJ,0.0,REF PROMOTION,12.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,441122,West,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,10.0
V014,digitaldc,Pune,Maharashtra,FJ,0.0,REF PROMOTION,60.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,413802,West,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,49.0
S0UG,digitaldc,Gannavaram,Andhra Pradesh,FJ,0.0,REF PROMOTION,48.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,521107,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,41.0
R201,digitaldc,Cuttack,Orissa,FJ,0.0,REF PROMOTION,31.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,754002,East,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,35.0
S0TC,digitaldc,Palladam,Tamil Nadu,FJ,0.0,REF PROMOTION,11.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,641402,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,19.0
SLKO,digitaldc,Howrah,West Bengal,FJ,0.0,REF PROMOTION,55.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,711310,East,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,67.0
R278,digitaldc,Ranchi,Jharkhand,FJ,0.0,REF PROMOTION,7.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,834010,East,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,8.0
R696,digitaldc,Bhiwandi,Maharashtra,FJ,0.0,REF PROMOTION,73.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,421302,West,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,69.0
S0GZ,digitaldc,Sawer,Madhya Pradesh,FJ,0.0,REF PROMOTION,13.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,453771,West,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,14.0
SE40,digitaldc,Hyderabad,Telangana,FJ,0.0,REF PROMOTION,196.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,501401,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,183.0
SD78,digitaldc,Ernakulam,Kerala,FJ,0.0,REF PROMOTION,2.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,683561,South,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,2.0
SJ93,digitaldc,Farrukhnagar,Haryana,FJ,0.0,REF PROMOTION,98.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,122506,North,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,101.0
SM1B,digitaldc,Jammu,Jammu And Kashmir,FJ,0.0,REF PROMOTION,11.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,180010,NA,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,4.0
S573,digitaldc,Raipur,Chattisgarh,FJ,0.0,REF PROMOTION,24.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,493111,West,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,12.0
R810,digitaldc,Jaipur,Rajasthan,FJ,0.0,REF PROMOTION,30.0,LG,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,494460144,01-2025,302022,North,1,FJ02,REFRIGERATOR,BOROSIL 8PC SET,BOROSIL 8PC SET (KLIP & STORE),NA,NA,28.0
SD78,digitaldc,Ernakulam,Kerala,FJ,0.0,REF PROMOTION,1.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491473273,01-2025,683561,South,1,FJ02,REFRIGERATOR,CutlerySet18 Pcs,HAIER FREEBIE CUTLERYSET18 PCS,NA,NA,1.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FJ,0.0,REF PROMOTION,0.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491473273,01-2025,602105,South,1,FJ02,REFRIGERATOR,CutlerySet18 Pcs,HAIER FREEBIE CUTLERYSET18 PCS,NA,NA,4.0
R696,digitaldc,Bhiwandi,Maharashtra,FJ,0.0,REF PROMOTION,1.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491473273,01-2025,421302,West,1,FJ02,REFRIGERATOR,CutlerySet18 Pcs,HAIER FREEBIE CUTLERYSET18 PCS,NA,NA,3.0
R396,digitaldc,Bangalore,Karnataka,FJ,0.0,REF PROMOTION,2.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491473273,01-2025,562123,South,1,FJ02,REFRIGERATOR,CutlerySet18 Pcs,HAIER FREEBIE CUTLERYSET18 PCS,NA,NA,1.0
SE40,digitaldc,Hyderabad,Telangana,FJ,0.0,REF PROMOTION,0.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491473273,01-2025,501401,South,1,FJ02,REFRIGERATOR,CutlerySet18 Pcs,HAIER FREEBIE CUTLERYSET18 PCS,NA,NA,1.0
V014,digitaldc,Pune,Maharashtra,FJ,0.0,REF PROMOTION,1.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491473273,01-2025,413802,West,1,FJ02,REFRIGERATOR,CutlerySet18 Pcs,HAIER FREEBIE CUTLERYSET18 PCS,NA,NA,0.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FJ,0.0,REF PROMOTION,0.0,Haier,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,oop,491903159,01-2025,602105,South,1,FJ02,REFRIGERATOR,HAIER FREEBIE,HAIER FUSION COMBO FREEBIE,NA,NA,3.0
SE40,digitaldc,Hyderabad,Telangana,FJ,0.0,REF PROMOTION,0.0,Whirlpool,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,490238980,01-2025,501401,South,1,FJ02,REFRIGERATOR,WHIRLPOOL SCRATCH CA,WHIRLPOOL SCRATCH CARD DIWALI,NA,NA,1.0
S0TC,digitaldc,Palladam,Tamil Nadu,FJ,0.0,REF PROMOTION,2.0,Happies,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,491947013,01-2025,641402,South,1,FJ02,REFRIGERATOR,Dispenser 6pcs set,Happies Modular Dispensers 6pcs set,NA,NA,0.0
SD78,digitaldc,Ernakulam,Kerala,FJ,0.0,REF PROMOTION,0.0,Happies,LARGE APPLIANCES,CDIT,FJ0201006,FJ0201,902,Electronics,NA,20250101,active,491947013,01-2025,683561,South,1,FJ02,REFRIGERATOR,Dispenser 6pcs set,Happies Modular Dispensers 6pcs set,NA,NA,1.0
SD78,digitaldc,Ernakulam,Kerala,FJ,3.677803731,DIRECT COOL REFRIGER,1.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,683561,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,1.0
SACU,digitaldc,Nagpur,Maharashtra,FJ,2.233484912,DIRECT COOL REFRIGER,2.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,441122,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,3.0
S597,digitaldc,Guwahati,Assam,FJ,5.253210903,DIRECT COOL REFRIGER,5.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,781031,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,3.0
R394,digitaldc,Patna,Bihar,FJ,2.315531588,DIRECT COOL REFRIGER,2.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,800007,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,7.0
SLJQ,digitaldc,Cuttack,Orissa,FJ,2.693954309,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,754025,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
SJ48,digitaldc,Dharwad,Karnataka,FJ,11.1225331,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,580011,South 1,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
SC28,digitaldc,Lucknow,Uttar Pradesh,FJ,2.315531588,DIRECT COOL REFRIGER,1.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,226401,North 1,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,1.0
R810,digitaldc,Jaipur,Rajasthan,FJ,3.311637562,DIRECT COOL REFRIGER,5.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,302022,North,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,2.0
SLTY,digitaldc,Ahmedabad,Gujarat,FJ,11.95382812,DIRECT COOL REFRIGER,19.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,382240,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,19.0
Y695,digitaldc,Jammu,Jammu And Kashmir,FJ,0.697186855,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,180010,North,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
R201,digitaldc,Cuttack,Orissa,FJ,4.647071183,DIRECT COOL REFRIGER,7.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,754002,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,7.0
S0GZ,digitaldc,Sawer,Madhya Pradesh,FJ,2.390765624,DIRECT COOL REFRIGER,5.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,453771,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,3.0
SLOR,digitaldc,Dehradun,Uttarakhand,FJ,2.026090139,DIRECT COOL REFRIGER,1.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,248001,North,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,1.0
SLLN,digitaldc,Siliguri,West Bengal,FJ,6.465490342,DIRECT COOL REFRIGER,8.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,735135,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,5.0
S0CV,digitaldc,Rajpura,Punjab,FJ,1.39437371,DIRECT COOL REFRIGER,1.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,140401,North,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,1.0
S0UG,digitaldc,Gannavaram,Andhra Pradesh,FJ,7.355997638,DIRECT COOL REFRIGER,7.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,521107,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,8.0
R804,digitaldc,Vizag,Andhra Pradesh,FJ,6.305140833,DIRECT COOL REFRIGER,5.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,530046,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,3.0
S0TC,digitaldc,Palladam,Tamil Nadu,FJ,8.091168208,DIRECT COOL REFRIGER,7.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,641402,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,3.0
S0IC,digitaldc,Hosakote,Karnataka,FJ,9.659041901,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,562114,South 1,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
SJ93,digitaldc,Farrukhnagar,Haryana,FJ,7.669055407,DIRECT COOL REFRIGER,8.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,122506,North,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,8.0
SLGC,digitaldc,Pune,Maharashtra,FJ,11.16742456,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,412216,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
SLKO,digitaldc,Howrah,West Bengal,FJ,16.16372586,DIRECT COOL REFRIGER,12.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,711310,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,10.0
SM1B,digitaldc,Jammu,Jammu And Kashmir,FJ,0.697186855,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,180010,North 1,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
R278,digitaldc,Ranchi,Jharkhand,FJ,1.157765794,DIRECT COOL REFRIGER,1.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,834010,East,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,2.0
SE40,digitaldc,Hyderabad,Telangana,FJ,35.46641719,DIRECT COOL REFRIGER,30.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,501401,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,26.0
S573,digitaldc,Raipur,Chattisgarh,FJ,5.379222654,DIRECT COOL REFRIGER,3.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,493111,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,1.0
R396,digitaldc,Bangalore,Karnataka,FJ,10.53713662,DIRECT COOL REFRIGER,26.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,562123,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,33.0
SLW9,digitaldc,Ranchi,Jharkhand,FJ,1.157765794,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,834010,North 2,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,0.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FJ,17.28567753,DIRECT COOL REFRIGER,10.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,602105,South,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,29.0
V014,digitaldc,Pune,Maharashtra,FJ,12.28416701,DIRECT COOL REFRIGER,26.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,413802,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,14.0
R696,digitaldc,Bhiwandi,Maharashtra,FJ,13.9592807,DIRECT COOL REFRIGER,14.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,493858074,01-2025,421302,West,1,FJ02,REFRIGERATOR,LG 5S GL-D211HSEZ,LG DC 201L 5S GL-D211HSEZ SCARLTEUPHORIA,non kvi,NA,16.0
R396,digitaldc,Bangalore,Karnataka,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,562123,South,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,10.0
V014,digitaldc,Pune,Maharashtra,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,413802,West,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,2.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,602105,South,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,5.0
SLTY,digitaldc,Ahmedabad,Gujarat,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,382240,West,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,2.0
R201,digitaldc,Cuttack,Orissa,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,754002,East,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,1.0
R696,digitaldc,Bhiwandi,Maharashtra,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,421302,West,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,2.0
SJ93,digitaldc,Farrukhnagar,Haryana,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,122506,North,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,1.0
SD78,digitaldc,Ernakulam,Kerala,FJ,0.0,DIRECT COOL REFRIGER,0.0,LG,LARGE APPLIANCES,CDIT,FJ0201001,FJ0201,902,Electronics,NA,20250101,active,494460310,01-2025,683561,South,1,FJ02,REFRIGERATOR,LG DC GL-M131RDSB,LG DC 90L 1S GL-M131RDSB DAZZLE STEEL,NA,NA,4.0
