row_num,word,rightword,,w_count,r_count,old_r_count,soundex,dropThese?,RtoR,Remarks,mapping_type
1986,sportwear,sports sandals,sports wear,,,,,1,FALSE,,W2R
1987,sportwears,sports sandals,sports wear,,,,,1,FALSE,,W2R
1988,srishti,srishti,#N/A,271,271,17229,S623,,TRUE,,R2R
1989,stakeble rings,rings,#N/A,,20811,,,1,FALSE,,W2R
1990,stansmith,stansmith,#N/A,,,18697,S352,,TRUE,,R2R
1991,starcat,starcat,#N/A,,,21403,S362,,TRUE,,R2R
1992,statement,necklaces,statement,1840,27058,,,1,FALSE,,R1 2 R2
1993,statement,earrings,#N/A,1840,67238,,,1,FALSE,,R1 2 R2
1994,statement earrings,earrings,#N/A,,67238,,,,FALSE,,W2R
1995,statement necklace,necklaces,#N/A,,27058,,,,FALSE,,W2R
1996,stelitoes,stilettos,#N/A,,2057,21924,S343,,FALSE,,W2R
1997,stelitos,stilettos,#N/A,,2057,12401,S343,,FALSE,,W2R
1998,stileto,stilettos,#N/A,,2057,,,,FALSE,,W2R
1999,stilletto,stilettos,#N/A,1,2057,,,,FALSE,,W2R
2000,stockings,socks & stockings,#N/A,3756,,,,1,FALSE,,R1 2 R2
2001,stole,dupattas,#N/A,2339,5530,,,1,FALSE,,R1 2 R2
2002,straightcut,straightcut,#N/A,,,18029,S362,,TRUE,,R2R
2003,straightener,straightener,#N/A,19,19,16254,S362,,TRUE,,R2R
2004,straightner,straightener,#N/A,,,39159,S362,,TRUE,,W2R
2005,strainght,straight,#N/A,1,98132,34811,S365,,FALSE,,W2R
2006,strands and layers,necklaces,#N/A,,27058,,,,FALSE,?,R1 2 R2
2007,streetball,streetball,#N/A,5,5,17923,S363,,TRUE,,R2R
2008,striched,streched,#N/A,2,,26980,S362,,FALSE,,W2R
2009,string,necklaces & pendants,string,604,,,,1,FALSE,,R1 2 R2
2010,string,necklaces,#N/A,604,27058,,,1,FALSE,,R1 2 R2
2011,stshirt,tshirts,#N/A,,162163,186,S326,,FALSE,,W2R
2012,sttiletto,stilettos,#N/A,,2057,,,,FALSE,,W2R
2013,studs,earrings,#N/A,10030,67238,,,1,FALSE,,R1 2 R2
2014,styger,styger,#N/A,,,18389,S326,,TRUE,,R2R
2015,style,evening,#N/A,22802,35581,,,1,FALSE,,R1 2 R2
2016,stylelish,stylish,#N/A,,7700,14857,S344,,FALSE,,W2R
2017,stylish,evening,#N/A,7700,35581,,,1,FALSE,,R1 2 R2
2018,sudidhar,chudidar,#N/A,,246,14146,S336,,FALSE,,W2R
2019,sudithar,chudidars,#N/A,,1,62011,S336,,FALSE,,W2R
2020,suff,soof,#N/A,,,,,1,FALSE,,W2R
2021,suggested,suggested,#N/A,14,14,146935,S223,,TRUE,,R2R
2022,suit,kurta suit sets,#N/A,67621,,,,1,FALSE,,R1 2 R2
2023,suitfor,suit,#N/A,,67621,16410,S316,,FALSE,,W2R
2024,suits,kurta suit sets,suits,550,,,,1,FALSE,,R1 2 R2
2025,suits,suit sets,#N/A,550,,,,1,FALSE,,R1 2 R2
2026,suitset,kurta suit sets,suitset,1,,59063,S323,,FALSE,,W2R
2027,suitset,suit sets,#N/A,1,,,,1,FALSE,already handled,R1 2 R2
2028,suitsets,kurta suit sets,#N/A,1,,,,,FALSE,already handled,R1 2 R2
2029,suitsfor,suits,#N/A,,550,15239,S321,,FALSE,,W2R
2030,suitshirt,suit shirts,#N/A,,,14324,S326,,FALSE,,W2R
2031,sunglass,sunglasses,#N/A,410,15252,,,,FALSE,,R1 2 R2
2032,sunglasses,sunglasses,#N/A,15252,15252,,,,TRUE,,R2R
2033,sungudi,sungudi,#N/A,92,92,21336,S523,,TRUE,,R2R
2034,sunward,sunward,#N/A,,,40059,S563,,TRUE,,R2R
2035,supercourt,supercourt,#N/A,,,16519,S162,,TRUE,,R2R
2036,sweart,sweatshirts,#N/A,,40922,113071,S630,,FALSE,,W2R
2037,swearter,sweater,#N/A,1,4365,67005,S636,,FALSE,,W2R
2038,swearters,sweaters,#N/A,,43282,30506,S636,,FALSE,,W2R
2039,swearts,sweatshirts,#N/A,,40922,19326,S632,,FALSE,,W2R
2040,sweartshirt,sweatshirts,#N/A,5,40922,196080,S632,,FALSE,,W2R
2041,sweartshirts,sweatshirts,#N/A,1,40922,65991,S632,,FALSE,,W2R
2042,sweatdress,sweatshirts,#N/A,2,2,12158,S362,,FALSE,,R1 2 R2
2043,sweater,sweaters,#N/A,4365,43282,,,,FALSE,,R1 2 R2
2044,sweaterfor,sweater,#N/A,,4365,35168,S361,,FALSE,,W2R
2045,sweaters,sweaters,#N/A,43282,43282,,,,TRUE,,R2R
2046,sweatersfor,sweaters,#N/A,,43282,18798,S362,,FALSE,,W2R
2047,sweatershirt,sweatshirts,#N/A,2,40922,135453,S362,,FALSE,,W2R
2048,sweatershirts,sweatshirts,#N/A,2,40922,70497,S362,,FALSE,,W2R
2049,sweats,sweat,sweats,18,18687,,,,,,W2R
2050,sweats,sweat,#N/A,18,18687,,,1,,,W2R
2051,sweatshirtfor,sweatshirts,#N/A,,40922,20417,S326,,FALSE,,W2R
2052,sweatshirts,sweatshirts,sweatshirts,40922,40922,,,,TRUE,,R2R
2053,sweatshirts,sweatshirts,#N/A,40922,40922,,,1,TRUE,,R2R
2054,sweatshirtsfor,sweatshirts,#N/A,,40922,12690,S326,1,FALSE,,W2R
2055,sweattop,sweatshirts,#N/A,,,11962,S310,,FALSE,,R1 2 R2
2056,sweetshrit,sweatshirts,#N/A,,40922,16857,S326,,FALSE,,W2R
2057,swershirt,sweatshirts,#N/A,,40922,18355,S626,,FALSE,,W2R
2058,swerters,sweaters,#N/A,,43282,15225,S636,,FALSE,,W2R
2059,swertshirt,sweatshirts,#N/A,,40922,108503,S632,,FALSE,,W2R
2060,swertshirts,sweatshirts,#N/A,,40922,12883,S632,,FALSE,,W2R
2061,swetershirt,sweatshirts,#N/A,,40922,24116,S362,,FALSE,,W2R
2062,swetershirts,sweatshirts,#N/A,,40922,31445,S362,,FALSE,,W2R
2063,swetet,sweaters,#N/A,,4365,22122,S330,,FALSE,,W2R
2064,swetre,sweaters,#N/A,,4365,20209,S360,,FALSE,,W2R
2065,swetres,sweaters,#N/A,,43282,18781,S362,,FALSE,,W2R
2066,swetsart,sweatshirts,#N/A,,40922,19837,S326,,FALSE,,W2R
2067,swetshrit,sweatshirts,#N/A,,40922,22962,S326,,FALSE,,W2R
2068,swimsuit,swimwear,#N/A,847,3498,,,,FALSE,,R1 2 R2
2069,swimsuuits,swimwear,#N/A,,3498,,,,FALSE,,W2R
2070,swimwear,swimwear,#N/A,3498,3498,,,,TRUE,,R2R
2071,swimming gear,swimwear,,,3498,,,,,,R1 2 R2
2072,swirtshirt,sweatshirts,#N/A,,40922,25251,S632,,FALSE,,W2R
2073,switeshirt,sweatshirts,#N/A,,40922,12184,S326,,FALSE,,W2R
2074,swomen,women,#N/A,1,895690,11396,S550,,FALSE,,W2R
2075,t-shirt,tshirts,t-shirt,168860,162163,,,,FALSE,,R1 2 R2
2076,t-shirt,tshirts,#N/A,168860,162163,,,1,FALSE,,R1 2 R2
2077,t-shirts,tshirts,t-shirts,18191,162163,,,,FALSE,,R1 2 R2
2078,t-shirts,tshirts,#N/A,18191,162163,,,1,FALSE,,R1 2 R2
2079,taavi,taavi,#N/A,,,69869,T100,,TRUE,,R2R
2080,tahirta,tshirts,#N/A,,162163,12495,T630,,FALSE,,W2R
2081,tamil,tamil,#N/A,12,12,19660,T540,,TRUE,,R2R
2082,tampered,tampered,#N/A,,,18898,T516,,TRUE,,R2R
2083,tankini,swimwear,#N/A,46,3498,,,,FALSE,Handled in external synonyms,R1 2 R2
2084,tankinis,swimwear,#N/A,51,3498,,,,FALSE,Handled in external synonyms,R1 2 R2
2085,tanksuit,swimwear,tanksuit,,3498,,,,FALSE,Handled in external synonyms,R1 2 R2
2086,tanksuit,jumpsuits,#N/A,,8201,,,1,FALSE,,R1 2 R2
2087,tanksuits,swimwear,#N/A,,3498,,,,FALSE,Handled in external synonyms,R1 2 R2
2088,tannt,tant,#N/A,,1638,,,,FALSE,,W2R
2089,tanth,tant,#N/A,,1638,,,,FALSE,,W2R
2090,tasar,tussar,#N/A,3,1370,,,,FALSE,,W2R
2091,tattered,distressed,#N/A,2,2671,,,,FALSE,,W2R
2092,taujer,trouser,#N/A,,1107,12083,T260,,FALSE,,W2R
2093,tauser,trousers,#N/A,,49974,55229,T260,,FALSE,,W2R
2094,tbshirt,tshirts,#N/A,,162163,24229,T126,,FALSE,,W2R
2095,tbshirts,tshirts,#N/A,,162163,26612,T126,,FALSE,,W2R
2096,team india new jersey,indian jersey,#N/A,,,,,1,FALSE,,R1 2 R2
2097,tear,distressed,#N/A,122,2671,,,,FALSE,,W2R
2098,teared,distressed,#N/A,,2671,,,,FALSE,,W2R
2099,teashart,tshirts,#N/A,,162163,16759,T263,,FALSE,,W2R
2100,teasharts,tshirts,#N/A,,162163,11408,T263,,FALSE,,W2R
2101,tebet,tibetan,#N/A,,22,,,,FALSE,,W2R
2102,tee su,tissue,#N/A,,10917,,,,FALSE,,W2R
2104,tee,tshirts,tees,1227,162163,,,,FALSE,,R1 2 R2
2105,tees,tshirts,tees,3796,162163,,,,FALSE,,R1 2 R2
2106,tees,tshirts,#N/A,3796,162163,,,1,FALSE,,R1 2 R2
2107,telangana,pochampally,#N/A,48,1133,,,,FALSE,,R1 2 R2
2108,telegana ikat,andhra ikat,#N/A,,,,,1,FALSE,,R1 2 R2
2109,telangana,pochampally,#N/A,48,1133,,,,FALSE,,R1 2 R2
2110,telengana,pochampally,#N/A,,1133,,,,FALSE,,W2R
2111,telangana ikat,andhra ikat,#N/A,,,,,1,FALSE,,R1 2 R2
2112,telengana ikat,andhra ikat,#N/A,,,,,1,FALSE,,W2R
2113,tenaz,tenaz,#N/A,,,19414,T520,,TRUE,,R2R
2114,tera cotta,terracotta,#N/A,,219,,,,FALSE,,W2R
2115,teracota,terracotta,#N/A,,219,,,,FALSE,,W2R
2116,teracotta,terracotta,#N/A,13,219,,,,FALSE,,R1 2 R2
2117,terracotta,terracotta,#N/A,219,219,,,,TRUE,,R2R
2118,tesart,tshirts,#N/A,,162163,26693,T263,,FALSE,,W2R
2119,tesert,tshirts,#N/A,,162163,13435,T263,,FALSE,,W2R
2120,tesrt,tshirts,#N/A,,162163,20934,T263,,FALSE,,W2R
2121,thermal wear,thermal wear,#N/A,,,,,,TRUE,,R2R
2122,thermals,thermal wear,thermals,35,,,,,FALSE,,R2R
2123,thermals,shawls,#N/A,35,2231,,,1,FALSE,,W2R
2124,thermaltop,thermal wear,#N/A,,,,,,FALSE,,W2R
2125,thermalvest,thermal wear,#N/A,,,,,,FALSE,,W2R
2126,thermocoat,thermocoat,#N/A,,,20127,T652,,TRUE,Doubt: thermocoat not present in catalogue,R2R
2127,thermocot,thermocoat,#N/A,,,18329,T652,,FALSE,,W2R
2128,thin bangle,bangles,#N/A,,13470,,,,FALSE,,W2R
2129,thupatta,dupattas,#N/A,,5530,28364,T130,,FALSE,,W2R
2130,thuppatta,dupattas,#N/A,,5530,29596,T130,,FALSE,,W2R
2131,tiara,tiara,#N/A,63,63,,,,FALSE,,R2R
2132,tiaras,tiara,#N/A,1,63,,,,FALSE,,R2R
2133,tiben,tibetan,#N/A,,22,,,,FALSE,,W2R
2134,tibet,tibetan,#N/A,2,22,,,,FALSE,,W2R
2135,tie -die,tie dye,#N/A,,,,,1,FALSE,"""tie die"" will make same mapping",W2R
2136,tie & dye,tie dye,#N/A,,,,,1,FALSE,,W2R
2137,tie die,tie dye,#N/A,,,,,,FALSE,changed value,W2R
2138,tie dye,tie dye,#N/A,,,,,,TRUE,,R2R
2139,tie n die,tie dye,#N/A,,,,,,FALSE,,W2R
2140,tie n dye,tie dye,#N/A,,,,,,FALSE,,W2R
2141,tie-dye,tie dye,#N/A,153,,,,1,FALSE,"""tie dye"" will make same mapping",W2R
2142,tie-up,belts,#N/A,16544,57385,,,1,FALSE,,R1 2 R2
2143,tight,leggings,#N/A,22368,24525,,,,FALSE,,W2R
2144,tights,leggings,#N/A,554,24525,,,,FALSE,,W2R
2145,tikka,tikka,#N/A,945,945,,,,FALSE,,R2R
2146,timberland,timberland,#N/A,673,673,47064,T516,,TRUE,"brand ""timberland""",R2R
2147,timer,watches,timer,12,13589,,,,FALSE,,W2R
2148,timer,watches,#N/A,12,113,,,,FALSE,,R1 2 R2
2149,timsprit,teamspirit,#N/A,,2362,11464,T521,,FALSE,,W2R
2150,tis ue,tissue,#N/A,,10917,,,,FALSE,,W2R
2151,tisart,tshirts,#N/A,,162163,70324,T263,,FALSE,,W2R
2152,tisert,tshirts,#N/A,,162163,22638,T263,,FALSE,,W2R
2153,tishrit,tshirts,#N/A,,162163,13550,T263,,FALSE,,W2R
2154,tisrt,tshirts,#N/A,,162163,31983,T263,,FALSE,,W2R
2155,tissu,tissue,#N/A,166,10917,,,1,FALSE,,W2R
2156,tisue,tissue,#N/A,,10917,,,,FALSE,,W2R
2157,tisurt,tshirts,#N/A,,162163,11955,T263,,FALSE,,W2R
2158,tonjeans,torn jeans,#N/A,,,12157,T525,,FALSE,,W2R
2159,tool,gadgets,tool,96,320,,,1,FALSE,Doubt: Change it to Personal Care tools,R1 2 R2
2160,tool,appliances,#N/A,96,59,,,1,FALSE,,R1 2 R2
2161,tools,gadgets,tools,2060,320,,,1,FALSE,Doubt: Change it to Personal Care tools,R1 2 R2
2162,tools,appliances,#N/A,2060,59,,,1,FALSE,,R1 2 R2
2163,toos,tops,#N/A,,115498,3723,T200,,FALSE,,W2R
2164,top,tops,#N/A,96171,115498,,,,FALSE,,W2R
2165,top wear,tops,#N/A,,115498,,,,FALSE,,R1 2 R2
2166,topers,tops,#N/A,,115498,12121,T162,,FALSE,,W2R
2167,topfor,tops,#N/A,,115498,54216,T160,,FALSE,,W2R
2168,topi,caps & hats,topi,35,,,,,FALSE,,W2R
2169,topi,caps & hats,#N/A,35,,,,1,FALSE,,W2R
2170,toppers,toppers,#N/A,2,2,27154,T162,,TRUE,,R2R
2171,tops,tops,tops,115498,115498,,,,TRUE,,R2R
2172,tops,tops,tops,115498,115498,,,1,TRUE,,R2R
2173,tops,"shirts, tops & tunics",#N/A,115498,,,,1,FALSE,,W2R
2174,topsfor,tops,#N/A,,115498,34267,T121,,FALSE,,W2R
2175,topsin,tops,#N/A,5,115498,14770,T125,,FALSE,,W2R
2176,topwear,topwear,topwear,148528,115498,,,,TRUE,,R2R
2177,topwear,kurtas,#N/A,148528,70622,,,1,FALSE,,R1 2 R2
2178,topwears,topwear,#N/A,,115498,,,,FALSE,,W2R
2179,topwomen,women tops,#N/A,,,12557,T155,,FALSE,,R1 2 R2
2180,torn,distressed,#N/A,4,2671,,,,FALSE,,W2R
2181,towser,trousers,#N/A,,49974,33524,T260,,FALSE,,W2R
2182,track pant,track pants,#N/A,,,,,,FALSE,,W2R
2183,track pants,track pants,#N/A,,,,,,TRUE,,R2R
2184,track suit,tracksuits,#N/A,,3466,,,,FALSE,,W2R
2185,track-suit,tracksuits,#N/A,,3466,,,,FALSE,,W2R
2186,trackpant,track pants,#N/A,248,,,,,FALSE,,W2R
2187,trackpants,track pants,#N/A,848,,,,,FALSE,,W2R
2188,trackshoot,tracksuits,#N/A,,3466,27607,T623,,FALSE,,W2R
2189,tracksuit,tracksuits,#N/A,2829,3466,,,,FALSE,,W2R
2190,tracksuits,tracksuits,#N/A,3466,3466,,,,TRUE,Tracksuit added to synonyms.,R2R
2191,tradishnal,traditional,#N/A,,80192,14004,T632,,FALSE,,W2R
2192,tradisnal,traditional,#N/A,,80192,20407,T632,,FALSE,,W2R
2193,tradistional,traditional,#N/A,,80192,12489,T632,,FALSE,,W2R
2194,tradition,ethnic,#N/A,241,326887,,,,FALSE,,W2R
2195,traditional,ethnic,#N/A,80192,326887,,,1,FALSE,,R1 2 R2
2196,traujar,trousers,#N/A,,49974,13583,T626,,FALSE,,W2R
2197,trausee,trousers,#N/A,,49974,960,T620,,FALSE,,W2R
2198,travel bags,travel bags,#N/A,,,,,,TRUE,,R2R
2199,travel wallet,wallets,#N/A,,57347,,,,FALSE,,R1 2 R2
2200,travelwallet,wallets,#N/A,,57347,,,,FALSE,,R1 2 R2
2201,treamspirit,teamspirit,#N/A,,2362,11253,T652,,FALSE,,W2R
2202,treamsprit,teamspirit,#N/A,,2362,17314,T652,,FALSE,,W2R
2203,tredishnal,traditional,#N/A,,80192,14938,T632,,FALSE,,W2R
2204,tredisnal,traditional,#N/A,,80192,19541,T632,,FALSE,,W2R
2205,tredistional,traditional,#N/A,,80192,15302,T632,,FALSE,,W2R
2206,treggigs,treggings,#N/A,,192,690,T622,,FALSE,,W2R
2207,trenchcoats,trenchcoats,#N/A,,,12447,T652,,TRUE,,R2R
2208,trendy,evening,#N/A,3457,35581,,,,FALSE,,R1 2 R2
2209,trendyto,"shirts, tops & tunics",#N/A,,,,,1,FALSE,,W2R
2210,tri-fold,wallets,#N/A,806,57347,,,1,FALSE,,R1 2 R2
2211,trimmers,trimmers,#N/A,11,11,13733,T656,,TRUE,,R2R
2212,trinket,bracelets & bangles,#N/A,19,,,,1,FALSE,,W2R
2213,trosures,trousers,#N/A,2,49974,34357,T626,,FALSE,,W2R
2214,troures,trousers,#N/A,,49974,23456,T662,,FALSE,,W2R
2215,trouser,trousers,trouser,1107,49974,,,,FALSE,,W2R
2216,trouser,trousers,#N/A,1107,49974,,,1,FALSE,,W2R
2217,trousers,trousers,trousers,49974,49974,,,,TRUE,,R2R
2218,trousers,trousers,#N/A,49974,49974,,,1,TRUE,,R2R
2219,trshirt,tshirts,#N/A,,162163,13596,T626,,FALSE,,W2R
2220,tshart,tshirts,tshart,,162163,,,,FALSE,,W2R
2221,tshart,tshirts,#N/A,,162163,,,1,FALSE,,W2R
2222,tsharts,tshirts,tsharts,,162163,,,,FALSE,,W2R
2223,tsharts,tshirts,#N/A,,162163,,,1,FALSE,,W2R
2224,tshats,tshirts,#N/A,,162163,32915,T232,,FALSE,,W2R
2225,tshirsts,tshirts,#N/A,,162163,68209,T262,,FALSE,,W2R
2226,tshirt,tshirts,tshirt,3863,162163,,,,FALSE,,W2R
2227,tshirt,tshirts,#N/A,3863,162163,,,1,FALSE,,W2R
2228,tshirtfor,tshirts,#N/A,,162163,40914,T263,,FALSE,,W2R
2229,tshirtmen,men tshirts,#N/A,,,22047,T263,,FALSE,,W2R
2230,tshirts,tshirts,tshirts,162163,162163,,,,TRUE,,R2R
2231,tshirts,tshirts,#N/A,162163,162163,,,1,TRUE,,R2R
2232,tshirtsfor,tshirts,#N/A,,162163,30904,T263,1,FALSE,,W2R
2233,tshist,tshirts,#N/A,,162163,28931,T223,,FALSE,,W2R
2234,tshists,tshirts,#N/A,,162163,12689,T223,,FALSE,,W2R
2235,tshort,tshirts,tshort,,162163,,,,FALSE,,W2R
2236,tshort,tshirts,#N/A,,162163,,,1,FALSE,,W2R
2237,ttrousure,trousers,#N/A,,49974,366,T626,,FALSE,,W2R
2238,tunic,"shirts, tops & tunics",#N/A,10284,,,,1,FALSE,,R1 2 R2
2239,tunics,"shirts, tops & tunics",#N/A,83055,,,,1,FALSE,,R1 2 R2
2240,tusar,tussar,#N/A,,1370,,,,FALSE,,W2R
2241,tusshar,tussar,#N/A,,1370,,,,FALSE,,W2R
2242,tvshirt,tshirts,#N/A,,162163,39439,T126,,FALSE,,W2R
2243,tvshirts,tshirts,#N/A,,162163,40350,T126,,FALSE,,W2R
2244,tween,teen,#N/A,8,36,,,,FALSE,,W2R
2245,twinning,twinning,#N/A,3,3,13573,T552,,TRUE,,R2R
2246,typrographic,typographic,#N/A,,68601,13034,T162,,FALSE,,W2R
2247,ucb,benetton,#N/A,3,2488,,,1,FALSE,"Doubt: phrase acronyms will handle. But ""ucb"" shouldn't change",W2R
2248,ulen,wool,#N/A,,14014,49710,U450,,FALSE,,W2R
2249,ullan,wool,#N/A,,14014,11536,U450,,FALSE,,W2R
2250,uncle,uncle,#N/A,31,31,20903,U524,,TRUE,,R2R
2251,undergarment,vests,undergarment,15,4164,,,1,FALSE,,R1 2 R2
2252,undergarment,briefs,undergarment,15,15681,,,1,FALSE,,R1 2 R2
2253,undergarment,briefs,undergarment,15,15681,,,1,FALSE,,R1 2 R2
2254,undergarment,boxers,#N/A,15,12174,,,1,FALSE,,R1 2 R2
2255,undergarments,briefs,#N/A,138,15681,,,1,FALSE,,R1 2 R2
2256,underpant,underpant,underpant,,,27803,U536,,TRUE,,R2R
2257,underpant,briefs,underpant,,15681,,,1,FALSE,,R1 2 R2
2258,underpant,boxers,#N/A,,12174,,,1,FALSE,,R1 2 R2
2259,underwear,lingerie & innerwear,underwear,645,,,,1,FALSE,,R1 2 R2
2260,underwear,lingerie,underwear,645,52781,,,1,FALSE,,R1 2 R2
2261,underwear,bras,#N/A,645,26980,,,1,FALSE,,R1 2 R2
2262,undies,underwear,#N/A,9,645,,,,FALSE,,W2R
2263,universalwear,universal,#N/A,,216015,,,,FALSE,,W2R
2264,unltd,unlimited,#N/A,729,16,24120,U543,1,FALSE,,W2R
2265,uppe,tops,#N/A,1,115498,,,1,FALSE,,W2R
2266,upper wear,topwear,#N/A,,115498,,,,FALSE,,R1 2 R2
2267,upperwear,topwear,#N/A,,115498,,,,FALSE,,R1 2 R2
2268,uptempo,up tempo,#N/A,3,,14702,U135,1,FALSE,Currently has 0 products,W2R
2269,uspolo,us polo,#N/A,,,442271,U214,,FALSE,,W2R
2270,utsa,utsa,#N/A,,,17552,U320,,TRUE,,R2R
2271,vanheusan,van heusen,#N/A,,,12599,V525,,FALSE,,W2R
2272,vanhuesen,van heusen,#N/A,,,19266,V525,,TRUE,,W2R
2273,vanhusen,van heusen,#N/A,,,42107,V525,,FALSE,,W2R
2274,vapormax,vapormax,#N/A,,,14406,V165,,TRUE,"""vapormax"" nike shoes",R2R
2275,varanasi,banarasi,#N/A,2,35075,,,,FALSE,,W2R
2276,varanga,varanga,#N/A,1,1,273208,V652,,TRUE,"""varanga"" brand",R2R
2277,varlee,warli,#N/A,,132,,,,FALSE,,W2R
2278,varli,warli,#N/A,2,132,,,,FALSE,,W2R
2279,varly,warli,#N/A,,132,,,,FALSE,,W2R
2280,vascoat,waistcoat,#N/A,,2001,11491,V230,,FALSE,,W2R
2281,vbuys,vbuyz,#N/A,,740,12932,V200,,FALSE,,W2R
2282,vbuyz,vbuyz,#N/A,740,740,154900,V200,,TRUE,,R2R
2283,venhusen,van heusen,#N/A,,,25183,V525,,FALSE,,W2R
2284,venkat giri,venkatagiri,#N/A,,245,,,,FALSE,,W2R
2285,venkatagiri,venkatagiri,#N/A,245,245,,,,FALSE,,R2R
2286,veramoda,veromoda,#N/A,,1,92310,V653,,FALSE,,W2R
2287,vermoda,veromoda,#N/A,,1,18874,V653,,FALSE,,W2R
2288,vest,vests,#N/A,3014,4164,,,,FALSE,,W2R
2289,vests,vests,#N/A,4164,4164,,,,TRUE,,R2R
2290,vichitra,vichitra,#N/A,721,721,15045,V236,,TRUE,,R2R
2291,vintar,winter,#N/A,,2304,15589,V536,,FALSE,,W2R
2292,virls,girls,#N/A,,101217,20896,V642,,FALSE,,W2R
2293,vishud,vishudh,#N/A,,,18478,V230,,TRUE,,W2R
2294,vishudh,vishudh,#N/A,,,201985,V230,,TRUE,,R2R
2295,volleyball,volleyball,#N/A,9,9,20075,V414,,TRUE,,R2R
2296,vomero,vomero,#N/A,16,16,24075,V560,,TRUE,,R2R
2297,vuitton,vuitton,#N/A,,,18927,V350,,TRUE,,R2R
2298,w9men,women,#N/A,,895690,,,,FALSE,,W2R
2299,w0men,women,#N/A,,895690,,,,FALSE,,W2R
2300,walkaroo,walkaroo,#N/A,,,19497,W426,,TRUE,,R2R
2301,walkmate,walkmate,#N/A,,,12589,W425,,TRUE,,R2R
2302,wallent,wallets,#N/A,,8071,12317,W453,,FALSE,,W2R
2303,wallet,wallets,#N/A,8071,57347,,,,FALSE,Added to synonyms,W2R
2304,wallets,wallets,#N/A,57347,57347,,,,TRUE,,R2R
2305,warlee,warli,#N/A,,132,,,,FALSE,,W2R
2306,warly,warli,#N/A,,132,,,,FALSE,,W2R
2307,warmer,warmer,warmer,107,107,,,,TRUE,,R2R
2308,warmer,warmer,#N/A,107,107,,,1,TRUE,,R2R
2309,warmers,warmer,#N/A,3,107,,,,,,W2R
2310,washcoat,washcoat,#N/A,,,18523,W230,,TRUE,,R2R
2311,wasten,western,#N/A,,738632,13632,W235,,FALSE,,W2R
2312,watch,watches,#N/A,13153,13589,,,,FALSE,Added to synonyms,W2R
2313,watches,watches,#N/A,13589,13589,,,,TRUE,,R2R
2314,wbite,white,#N/A,,172817,13981,W130,,FALSE,,W2R
2315,wearfor,wear for,#N/A,,,39202,W616,,FALSE,,W2R
2316,weastren,western,#N/A,,738632,17918,W236,,FALSE,,W2R
2317,weave,hair accessories,#N/A,1256,,,,1,FALSE,"entity token, getting dropped",R1 2 R2
2318,wedding,wedding,#N/A,3610,3610,,,,TRUE,,R2R
2319,wedge,heels,#N/A,309,20517,,,1,FALSE,,W2R
2320,wedges,heels,#N/A,4429,20517,,,1,FALSE,,W2R
2321,werstern,western,#N/A,,738632,13854,W623,,FALSE,,W2R
2322,wesren,western,#N/A,,738632,11276,W265,,FALSE,,W2R
2323,westan,western,#N/A,,738632,90032,W235,,FALSE,,W2R
2324,westerntops,western tops,#N/A,,,14312,W236,,FALSE,,W2R
2325,weston,weston,#N/A,5,5,23670,W235,,TRUE,,R2R
2326,westside,westside,#N/A,15,15,100763,W232,,TRUE,,R2R
2327,whilte,white,#N/A,6,172817,11424,W430,,FALSE,Added to synonyms,W2R
2328,whiteshirt,white shirts,#N/A,,,11915,W326,,FALSE,,W2R
2329,wholesale,wholesale,#N/A,,,13785,W424,,TRUE,,R2R
2330,wide belt,belts,#N/A,,57385,,,,FALSE,,W2R
2331,winchiter,windcheater,#N/A,,53,20515,W523,,FALSE,,W2R
2332,windcheater,windcheater,windcheater,53,53,,,,TRUE,,R2R
2333,windcheater,jackets,#N/A,53,31735,,,1,FALSE,,W2R
2334,winflo,winflo,#N/A,36,36,85373,W514,,TRUE,"""nike winflo""",R2R
2335,winflow,winflo,#N/A,,36,40893,W514,,FALSE,,W2R
2336,winterdress,winter dresses,#N/A,,,11899,W536,,FALSE,,W2R
2337,wkurta,w kurtas,#N/A,,,292,W263,,FALSE,,W2R
2338,woddies,hoodies,#N/A,,41538,12267,W320,,FALSE,,W2R
2339,woll,wool,#N/A,,14014,,,,FALSE,,W2R
2340,woman,women,#N/A,3190,895690,,,,FALSE,Added to synonyms,R1 2 R2
2341,woman's,women,#N/A,102,895690,,,,FALSE,Added to synonyms,R1 2 R2
2342,women wallets,clutches & wristlets,#N/A,,,,,1,FALSE,,W2R
2343,women's,women,#N/A,3946,895690,,,,FALSE,Added to synonyms,R1 2 R2
2344,women's ear ring,earrings,#N/A,,67238,,,1,FALSE,,W2R
2345,women's ear rings,earrings,#N/A,,67238,,,1,FALSE,,W2R
2346,women's ear-ring,earrings,#N/A,,67238,,,1,FALSE,,W2R
2347,women's ear-rings,earrings,#N/A,,67238,,,1,FALSE,,W2R
2348,women's earring,earrings,#N/A,,67238,,,1,FALSE,,W2R
2349,women's earrings,earrings,#N/A,,67238,,,1,FALSE,,W2R
2350,womendress,women dresses,#N/A,,,32470,W553,,FALSE,,W2R
2351,womenfootwear,women footwear,#N/A,,,33725,W551,,FALSE,,W2R
2352,womenjeans,women jeans,#N/A,,,13405,W552,,FALSE,,W2R
2353,womenl,women,#N/A,,895690,15237,W554,,FALSE,,W2R
2354,womenshoes,women shoes,#N/A,,,17618,W552,,FALSE,,W2R
2355,woment,women,#N/A,,895690,104298,W553,,FALSE,,W2R
