p1_dc,format,city,state,segment_code,consensus_qty,brick_description,forecast_qty,brand,segment,division,brick_code,class_code,division_code,vertical,store_no,batchno,status,article_id,month_year,pin_code,region,wom,family_code,class,sd,article_description,kvi,npi,sold_qty
R804,digitaldc,Vizag,Andhra Pradesh,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,530046,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,1.0
SLLN,digitaldc,Siliguri,West Bengal,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,735135,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,NA,NA,0.0
S0UG,digitaldc,Gannavaram,Andhra Pradesh,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,521107,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,0.0
S573,digitaldc,Raipur,Chattisgarh,FH,2.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,493111,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,0.0
SE40,digitaldc,Hyderabad,Telangana,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,501401,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,1.0
SC28,digitaldc,Lucknow,Uttar Pradesh,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,226401,North 1,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,1.0
V014,digitaldc,Pune,Maharashtra,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,413802,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,NA,NA,1.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,602105,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,0.0
R394,digitaldc,Patna,Bihar,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,800007,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,1.0
S0GZ,digitaldc,Sawer,Madhya Pradesh,FH,1.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,453771,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,0.0
R396,digitaldc,Bangalore,Karnataka,FH,1.0,LED TV 65 TO 74,2.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912917,11-2024,562123,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65C2X,LG 65 UHD SMART OLED TV OLED65C2X,non kvi,NA,1.0
SLKO,digitaldc,Howrah,West Bengal,FH,3.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912923,11-2024,711310,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65G2,LG 65 OLED SMART LED TV OLED65G2,non kvi,NA,0.0
S0TC,digitaldc,Palladam,Tamil Nadu,FH,3.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912923,11-2024,641402,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65G2,LG 65 OLED SMART LED TV OLED65G2,non kvi,NA,1.0
SD78,digitaldc,Ernakulam,Kerala,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912923,11-2024,683561,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65G2,LG 65 OLED SMART LED TV OLED65G2,non kvi,NA,0.0
SJ93,digitaldc,Farrukhnagar,Haryana,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,oop,492912923,11-2024,122506,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED65G2,LG 65 OLED SMART LED TV OLED65G2,non kvi,NA,0.0
R396,digitaldc,Bangalore,Karnataka,FH,14.0,LED TV 65 TO 74,37.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,562123,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,49.0
SLGC,digitaldc,Pune,Maharashtra,FH,7.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,412216,Pune,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
S597,digitaldc,Guwahati,Assam,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,781031,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,3.0
SLTY,digitaldc,Ahmedabad,Gujarat,FH,6.0,LED TV 65 TO 74,3.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,382240,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,5.0
SJ48,digitaldc,Dharwad,Karnataka,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,580011,Bangalore,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
S0UG,digitaldc,Gannavaram,Andhra Pradesh,FH,2.0,LED TV 65 TO 74,4.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,521107,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,5.0
S0IC,digitaldc,Hosakote,Karnataka,FH,34.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,562114,Bangalore,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
SLLN,digitaldc,Siliguri,West Bengal,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,735135,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,3.0
R696,digitaldc,Bhiwandi,Maharashtra,FH,16.0,LED TV 65 TO 74,6.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,421302,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,19.0
S0CV,digitaldc,Rajpura,Punjab,FH,2.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,140401,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
SC28,digitaldc,Lucknow,Uttar Pradesh,FH,4.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,226401,North 1,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,6.0
R810,digitaldc,Jaipur,Rajasthan,FH,3.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,302022,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,3.0
S573,digitaldc,Raipur,Chattisgarh,FH,1.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,493111,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,1.0
SACU,digitaldc,Nagpur,Maharashtra,FH,4.0,LED TV 65 TO 74,2.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,441122,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
SLW9,digitaldc,Ranchi,Jharkhand,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,834010,Ranchi,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
S0GZ,digitaldc,Sawer,Madhya Pradesh,FH,2.0,LED TV 65 TO 74,2.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,453771,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,2.0
SD78,digitaldc,Ernakulam,Kerala,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,683561,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
SLKO,digitaldc,Howrah,West Bengal,FH,5.0,LED TV 65 TO 74,5.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,711310,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,2.0
V014,digitaldc,Pune,Maharashtra,FH,3.0,LED TV 65 TO 74,3.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,413802,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,8.0
SJ93,digitaldc,Farrukhnagar,Haryana,FH,14.0,LED TV 65 TO 74,6.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,122506,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,8.0
SLOR,digitaldc,Dehradun,Uttarakhand,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,248001,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
S0TC,digitaldc,Palladam,Tamil Nadu,FH,4.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,641402,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,10.0
R201,digitaldc,Cuttack,Orissa,FH,3.0,LED TV 65 TO 74,5.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,754002,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,4.0
R804,digitaldc,Vizag,Andhra Pradesh,FH,1.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,530046,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FH,8.0,LED TV 65 TO 74,4.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,602105,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,16.0
R394,digitaldc,Patna,Bihar,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,800007,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,0.0
SE40,digitaldc,Hyderabad,Telangana,FH,30.0,LED TV 65 TO 74,9.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,501401,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,kvi,NA,20.0
R278,digitaldc,Ranchi,Jharkhand,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410562,11-2024,834010,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG OLED TV OLED65C4X,LG 65 4K OLED SMART LED TV OLED65C4X,NA,NA,4.0
SC28,digitaldc,Lucknow,Uttar Pradesh,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,226401,North 1,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,NA,NA,5.0
S0TC,digitaldc,Palladam,Tamil Nadu,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,641402,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,6.0
V014,digitaldc,Pune,Maharashtra,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,413802,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,NA,NA,5.0
S597,digitaldc,Guwahati,Assam,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,781031,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,NA,NA,2.0
S0UG,digitaldc,Gannavaram,Andhra Pradesh,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,521107,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,3.0
SLKO,digitaldc,Howrah,West Bengal,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,711310,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,NA,NA,4.0
R804,digitaldc,Vizag,Andhra Pradesh,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,530046,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,NA,NA,1.0
R810,digitaldc,Jaipur,Rajasthan,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,302022,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,3.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FH,3.0,LED TV 65 TO 74,2.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,602105,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,13.0
SLOR,digitaldc,Dehradun,Uttarakhand,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,248001,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,2.0
S573,digitaldc,Raipur,Chattisgarh,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,493111,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,NA,NA,3.0
SE40,digitaldc,Hyderabad,Telangana,FH,5.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,501401,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,6.0
SLTY,digitaldc,Ahmedabad,Gujarat,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,382240,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,0.0
R396,digitaldc,Bangalore,Karnataka,FH,3.0,LED TV 65 TO 74,5.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,562123,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,27.0
R696,digitaldc,Bhiwandi,Maharashtra,FH,2.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,421302,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,6.0
S0CV,digitaldc,Rajpura,Punjab,FH,0.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,140401,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,8.0
S0IC,digitaldc,Hosakote,Karnataka,FH,5.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,562114,Bangalore,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,0.0
SJ93,digitaldc,Farrukhnagar,Haryana,FH,7.0,LED TV 65 TO 74,2.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410557,11-2024,122506,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 70UT8050,LG 70 4K UHD SMART LED TV 70UT8050,non kvi,NA,21.0
R804,digitaldc,Vizag,Andhra Pradesh,FH,1.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,493179351,11-2024,530046,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG 65UR640S 65nchTV,LG 65UR640S 65 Inch TV,non kvi,NA,0.0
R394,digitaldc,Patna,Bihar,FH,1.0,LED TV 65 TO 74,2.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,800007,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,6.0
SM1B,digitaldc,Jammu,Jammu And Kashmir,FH,0.0,LED TV 65 TO 74,1.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,180010,NA,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,NA,NA,5.0
R396,digitaldc,Bangalore,Karnataka,FH,40.0,LED TV 65 TO 74,101.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,562123,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,92.0
SD78,digitaldc,Ernakulam,Kerala,FH,7.0,LED TV 65 TO 74,6.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,683561,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,1.0
S0TC,digitaldc,Palladam,Tamil Nadu,FH,7.0,LED TV 65 TO 74,13.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,641402,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,6.0
SJ99,digitaldc,Sriperumbudur,Tamil Nadu,FH,41.0,LED TV 65 TO 74,53.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,602105,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,33.0
S0GZ,digitaldc,Sawer,Madhya Pradesh,FH,7.0,LED TV 65 TO 74,8.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,453771,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,2.0
R810,digitaldc,Jaipur,Rajasthan,FH,10.0,LED TV 65 TO 74,9.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,302022,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,11.0
SLGC,digitaldc,Pune,Maharashtra,FH,20.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,412216,Pune,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,0.0
SJ93,digitaldc,Farrukhnagar,Haryana,FH,44.0,LED TV 65 TO 74,39.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,122506,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,31.0
SLOR,digitaldc,Dehradun,Uttarakhand,FH,9.0,LED TV 65 TO 74,5.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,248001,North,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,4.0
S0IC,digitaldc,Hosakote,Karnataka,FH,48.0,LED TV 65 TO 74,0.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,562114,Bangalore,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,0.0
R804,digitaldc,Vizag,Andhra Pradesh,FH,13.0,LED TV 65 TO 74,12.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,530046,South,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,4.0
S597,digitaldc,Guwahati,Assam,FH,7.0,LED TV 65 TO 74,9.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,781031,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,1.0
S573,digitaldc,Raipur,Chattisgarh,FH,6.0,LED TV 65 TO 74,3.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,493111,West,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,0.0
R278,digitaldc,Ranchi,Jharkhand,FH,4.0,LED TV 65 TO 74,8.0,LG,ENT,CDIT,FH0103002,FH0103,902,Electronics,NA,20241101,active,494410558,11-2024,834010,East,1,FH01,LARGE SCREEN ABOVE 54 INCH,LG UHD TV 65UT8050,LG 65 4K UHD SMART LED TV 65UT8050,non kvi,NA,3.0
